residential_area_score,name,latitude,longitude
1.5866679897753e-002,Ropery / Augustin-Cantin,45.48092,-73.56846
1.58590937591683e-002,St-André / St-Antoine,45.51411,-73.55264
1.57672523441522e-002,Duluth / St-Laurent,45.51688,-73.57946
1.57506974071673e-002,Rouen / Fullum,45.53217,-73.55859
1.56827035310812e-002,Lespérance / de Rouen,45.5388,-73.5525
1.56601826298383e-002,Towers / Ste-Catherine,45.4925,-73.58109
1.55944611519747e-002,Ste-Catherine / St-Denis,45.51383,-73.56045
1.5566818862031e-002,St-André / Cherrier,45.52054,-73.56775
1.55554763002624e-002,Berri / Sherbrooke,45.51792,-73.56717
1.5523862802181e-002,Lambert-Closse / Tupper,45.48961,-73.58244
1.55179156560841e-002,Fabre / Beaubien,45.54205,-73.59779
1.54881693220344e-002,Berri / Cherrier,45.51909,-73.56951
1.54352113986841e-002,Wolfe / Robin,45.51958,-73.56012
1.52989725905069e-002,Poupart / Ste-Catherine,45.52903,-73.54635
1.51556365752185e-002,Sanguinet / Ontario,45.51479,-73.56534
1.50588148461481e-002,St-Mathieu / Sherbrooke,45.49579,-73.5826
1.48772308350065e-002,Wolfe / René-Lévesque,45.51682,-73.55419
1.48538046624524e-002,Hochelaga / Chapleau,45.53445,-73.55965
1.47759869022067e-002,Ste-Famille / des Pins,45.51281,-73.57702
1.47227743649076e-002,"Chauveau / de l'Assomption",45.56979,-73.54808
1.46804141823641e-002,Ste-Catherine / Labelle,45.51505,-73.55922
1.4647804565875e-002,Lincoln / du Fort,45.49303,-73.58384
1.45773962180205e-002,Roy / St-Laurent,45.51562,-73.57581
1.44214527053336e-002,"de l'Hôtel-de-Ville / Roy",45.51733,-73.57444
1.44156841179266e-002,St-André / Robin,45.51813,-73.56185
1.44126674479338e-002,"Duluth / de l'Esplanade",45.51517,-73.58109
1.43564470191943e-002,Prince-Arthur / Ste-Famille,45.51164,-73.57464
1.43476944579859e-002,Marché Maisonneuve,45.55319,-73.53982
1.42591947236291e-002,Mansfield / Sherbrooke,45.50297,-73.57505
1.41605314936702e-002,Duluth / St-Denis,45.5206,-73.57598
1.4072931609442e-002,Métro Georges-Vanier (St-Antoine / Canning),45.4891,-73.57656
1.38380846124904e-002,Berri / de Maisonneuve,45.5153,-73.56127
1.37017034002634e-002,Basin / Richmond,45.4876,-73.56519
1.36433995033797e-002,"de l'Hôtel-de-Ville / Sherbrooke",45.51456,-73.56841
1.35745606132146e-002,Guy / Notre-Dame,45.48995,-73.56709
1.35325158026177e-002,St-Mathieu /Ste-Catherine,45.49372,-73.57919
1.35112759205015e-002,de la Commune / Berri,45.51086,-73.54983
1.32658011399928e-002,Aylmer / Prince-Arthur,45.50857,-73.5777
1.3259448706496e-002,Roy / St-Denis,45.51908,-73.5727
1.32587793800024e-002,"Métro Lucien-L'Allier (Lucien l'Allier / Argyle)",45.49486,-73.57108
1.32162664924628e-002,Drummond / de Maisonneuve,45.49947,-73.57591
1.31601663403387e-002,Marquette / Villeray,45.55068,-73.6153
1.3006253659205e-002,Godin / Bannantyne,45.44756,-73.57726
1.28777521330319e-002,Métro Peel (de Maisonneuve / Stanley),45.50038,-73.57507
1.28392406301383e-002,Tolhurst / Fleury,45.5441,-73.66739
1.27048837380207e-002,St-Denis / de Maisonneuve,45.5144,-73.56177
1.26102432401263e-002,Milton / Clark,45.51254,-73.57068
1.26086537876108e-002,Metcalfe / du Square Dorchester,45.50023,-73.57113
1.25750887195309e-002,Ellendale / de la Côte-des-Neiges,45.49976,-73.6293
1.25200357992015e-002,Guizot / St-Laurent,45.53963,-73.63445
1.25186159601597e-002,de la Commune / St-Sulpice,45.50424,-73.55347
1.23855093241085e-002,Métro Jean-Drapeau,45.51341,-73.53355
1.23495424764829e-002,Ottawa / St-Thomas,45.49088,-73.56239
1.23453643556118e-002,Shearer / Centre,45.48301,-73.56219
1.23347898578375e-002,McGill / des Récollets,45.50078,-73.55882
1.2311695326054e-002,"St-Nicolas / Place d'Youville",45.50198,-73.55515
1.22821503149896e-002,Sanguinet / Ste-Catherine,45.51273,-73.56114
1.2266843711016e-002,Joseph-Manceau / René-Lévesque,45.49169,-73.57677
1.22484024540649e-002,Clark / Guilbault,45.5144,-73.57508
1.21770043829127e-002,de la Montagne / Sherbrooke,45.49968,-73.57885
1.21612445601481e-002,Nazareth / William,45.49702,-73.55922
1.20349553818598e-002,Hutchison / des Pins,45.51069,-73.57805
1.20023203687582e-002,Ottawa / William,45.48954,-73.56414
1.17768045828688e-002,Young / Wellington,45.49282,-73.55798
1.17676700742438e-002,de Maisonneuve / Aylmer,45.50501,-73.57069
1.16827963509014e-002,Hamel / Sauvé,45.56074,-73.65041
1.16621307224022e-002,Milton / Durocher,45.50814,-73.57477
1.16213363504762e-002,Prince-Arthur / St-Urbain,45.5126,-73.57374
1.15875093623265e-002,de Maisonneuve / Mansfield,45.50229,-73.57325
1.15188774775685e-002,Milton / du Parc,45.50971,-73.57354
1.14912488442268e-002,Mackay / de Maisonneuve,45.49659,-73.57851
1.14661183063932e-002,Ste-Catherine / Ste-Élisabeth,45.51228,-73.56183
1.14463691800799e-002,Cathcart / Union,45.50345,-73.56841
1.12788889362346e-002,Métro St-Laurent (de Maisonneuve / St-Laurent),45.51066,-73.56497
1.12625507737525e-002,Hôtel-de-Ville 2 (du Champs-de-Mars / Gosford),45.50933,-73.55434
1.12304254792787e-002,Prince-Arthur / du Parc,45.51059,-73.57547
1.12042775376771e-002,Square Phillips,45.50409,-73.5687
1.11881946711815e-002,Square St-Louis,45.51735,-73.56906
1.11858582890893e-002,Metcalfe / de Maisonneuve,45.50172,-73.57413
1.11162345099461e-002,Ste-Catherine / McGill College,45.50176,-73.57128
1.11101495551042e-002,des Seigneurs / Workman,45.48799,-73.56963
1.1074434498046e-002,Metcalfe / Ste-Catherine,45.50069,-73.57216
1.10677565819125e-002,Mansfield / René-Lévesque,45.50015,-73.56928
1.09940097174237e-002,Hôtel-de-Ville (du Champs-de-Mars / Gosford),45.50919,-73.55458
1.09690195329376e-002,Gauvin / Notre-Dame,45.50004,-73.56041
1.09136807718283e-002,Crescent / de Maisonneuve,45.49815,-73.57761
1.08711763689885e-002,Viger / Jeanne Mance,45.50478,-73.56119
1.08457037220002e-002,"Lucien L'Allier / St-Jacques",45.49357,-73.56857
1.07850283941691e-002,St-Charles / Montarville,45.5337,-73.51528
1.0723050642815e-002,University / Prince-Arthur,45.50766,-73.57886
1.0705584065086e-002,Bishop / Ste-Catherine,45.49642,-73.57616
1.06681881259817e-002,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.55421,-73.55156
1.0609840089747e-002,Ste-Famille / Sherbrooke,45.51007,-73.57076
1.05809827587772e-002,Hutchison / Sherbrooke,45.50781,-73.57208
1.05541808649232e-002,Queen / Ottawa,45.49797,-73.55614
1.0541611943552e-002,Clark / Prince-Arthur,45.5133,-73.57296
1.04844370309788e-002,de la Commune / Place Jacques-Cartier,45.50761,-73.55183
1.04819315446326e-002,Métro Laurier (Rivard / Laurier),45.52761,-73.58911
1.04590248108771e-002,CHSLD Éloria-Lepage (de la Pépinière / de Marseille),45.57695,-73.54045
1.04093351637003e-002,Muray / Notre-Dame,45.49398,-73.56328
1.03822363375318e-002,de la Gauchetière / Robert-Bourassa,45.50061,-73.56544
1.03411079425043e-002,Ann / William,45.4959,-73.5601
1.03382547566639e-002,Clark / Evans,45.51113,-73.56791
1.0252115566994e-002,Cypress / Peel,45.49932,-73.57177
1.00925309907059e-002,Milton / University,45.50645,-73.57635
1.00473656208018e-002,"de l'Église / Bannantyne",45.46325,-73.57588
9.99441712166339e-003,Belmont / du Beaver Hall,45.50233,-73.56514
9.99249895668735e-003,Hutchison/ Prince-Arthur,45.50986,-73.5761
9.98700678474737e-003,Notre-Dame / de la Montagne,45.49303,-73.56482
9.92592287900104e-003,Peel / avenue des Canadiens de Montréal,45.4977,-73.56865
9.91314631402157e-003,Métro Bonaventure (de la Gauchetière / Mansfield),45.49871,-73.56671
9.90488384586374e-003,St-Urbain / René-Lévesque,45.5079,-73.56311
9.83017216967328e-003,Cathcart / Place Phillips,45.50381,-73.56818
9.80115630933926e-003,de Kent / de la Côte-des-Neiges,45.5013,-73.63316
9.68908364976402e-003,Clark / Fleury,45.54765,-73.66557
9.61067038938068e-003,"de l'Hôtel-de-Ville / Ste-Catherine",45.51164,-73.56219
9.60436353875877e-003,Place de la paix (Pl. du marché / St-Dominique),45.50969,-73.56232
9.51147000928239e-003,Place Jean-Paul Riopelle (Viger / de Bleury),45.50373,-73.56171
9.43694445002799e-003,Drummond / Ste-Catherine,45.49864,-73.57423
9.37478533087567e-003,Crescent / René-Lévesque,45.49606,-73.57348
9.34073469381076e-003,du Président-Kennedy / McGill College,45.50306,-73.57398
9.27127257840398e-003,de Maisonneuve / Robert-Bourassa,45.50348,-73.57211
8.92748564826583e-003,Métro Place-des-Arts (de Maisonneuve / de Bleury),45.50708,-73.56917
8.9120853251796e-003,Queen / Wellington,45.4976,-73.55524
8.9120853251796e-003,Square Victoria,45.50206,-73.56295
8.89345579278014e-003,Murray / William,45.4936,-73.56197
8.86267048498232e-003,Métro Charlevoix (Centre / Charlevoix),45.47823,-73.56965
8.82338442008186e-003,Notre-Dame / St-Gabriel,45.50714,-73.55512
8.77101536548829e-003,Beatty / de Verdun,45.45073,-73.57258
8.55603166394218e-003,de la Roche / Fleury,45.559,-73.65842
8.54225423368991e-003,Alexandre-de-Sève / la Fontaine,45.52328,-73.55822
8.49678394633189e-003,St-Alexandre / Ste-Catherine,45.50538,-73.56762
8.45665353396636e-003,Eadie / Dubois,45.4576,-73.59053
8.43121449833985e-003,Notre-Dame / Chatham,45.48692,-73.56943
8.39197541735479e-003,Notre-Dame / Peel,45.4952,-73.56328
8.3479743374512e-003,La Ronde,45.52156,-73.53533
8.24591973038361e-003,Mansfield / Ste-Catherine,45.5014,-73.57182
8.15359907441732e-003,President-Kennedy / Robert Bourassa,45.50441,-73.57254
8.05568241852034e-003,Desjardins / de Rouen,45.55224,-73.54413
7.94634675227365e-003,Sanguinet / de Maisonneuve,45.51354,-73.56287
7.82730525758075e-003,Argyle / Bannantyne,45.45325,-73.57681
7.81462108419166e-003,St-Jacques / St-Laurent,45.50642,-73.55647
7.66814188705416e-003,"McGill / Place d'Youville",45.49975,-73.55566
7.63653128728386e-003,St-Urbain / de la Gauchetière,45.50708,-73.56139
7.41552314066189e-003,St-Antoine / St-François-Xavier,45.50454,-73.55917
7.38978363748504e-003,Pierre-de-Coubertin / Louis-Veuillot,45.57279,-73.54031
7.01860503295687e-003,Union / René-Lévesque,45.50235,-73.56658
6.95890880296974e-003,5e avenue / de Verdun,45.45605,-73.57188
6.93576780857385e-003,City Councillors / du President-Kennedy,45.50625,-73.57139
6.85701661061115e-003,Métro Crémazie (Crémazie / Lajeunesse),45.54641,-73.63843
6.6063069663697e-003,St-Jacques / Gauvin,45.50068,-73.56108
6.59704373197048e-003,"Métro Place-d'Armes (Viger / St-Urbain)",45.50623,-73.55976
6.53843118251036e-003,Hamilton / Jolicoeur,45.45636,-73.59756
6.49150559365746e-003,St-Jacques / St-Pierre,45.50278,-73.55914
6.29613671139414e-003,Jogues / Allard,45.4499,-73.60025
5.77980044493522e-003,Marmier / St-Denis,45.53087,-73.59834
4.83423035823781e-003,2e avenue / Wellington,45.45789,-73.56753
4.07350485925998e-003,Émile-Journault / de Chateaubriand,45.54983,-73.64063
